E-Type,KnockDownT,InputLog
1,6.147323,2,2,4
0,56.51065,2,2,4,2,2,4,2,2,4,2,3,2,3,3,2,3,2,2,3,3,2,2,2,4
0,24.24391,2,2,4,2,2,4,3,3,4
1,2.852104,2,2,4
1,8.290543,3,3,4,2,2,4
