E-Type,KnockDownT,InputLog
1,25.38902,2,2,4,3,3,4,2,2,2,4,2,2,4,2,2,4,2,2,4
1,22.32769,2,2,4,2,2,2,4,2,2,4,2,2,4,2,2,4
