E-Type,KnockDownT,InputLog
0,37.02935,3,3,4,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4
1,44.18559,2,2,4,2,2,4,2,2,4,2,2,4,3,3,4,2,2,4,2,2,4,2,2,4,2,2,4
