E-Type,KnockDownT,InputLog
1,2.876499,2,2,4
1,15.24577,2,3,3,2,2,3,2,3,2,3,2,2,4
0,15.07716,2,3,2,2,4,3,3,4
0,20.45987,2,2,4,2,2,4,2,2,4,2,2,4
