E-Type,KnockDownT,InputLog
0,53.63647,2,2,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4
