E-Type,KnockDownT,InputLog
0,55.8322,2,2,4,2,2,4,2,2,4,3,3,4,3,3,4,3,3,4,2,2,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4
1,42.96401,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4
2,24.46637,2,2,4,3,3,4,2,2,4,3,3,4,2,2,4,3,3,4
3,31.19244,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,2,4
4,35.64006,2,2,4,3,3,4,2,2,4,3,3,4,2,2,4,3,3,3,4,2,2,4,3,3,3,4,2,2,2,4
