E-Type,KnockDownT,InputLog
0,39.92139,2,2,4,3,3,4,3,3,4,3,3,3,4,3,3,4,3,3,4
1,22.46554,2,2,4,2,2,4,2,2,4,2,2,2,4,2,2,2,2,2,4
2,28.75928,2,2,4,3,2,3,3,4,2,2,4,3,3,4,2,2,4,3,3,4
3,20.93035,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4
4,32.492,2,2,4,3,3,3,4,2,2,4,3,3,4,2,2,4,3,3,4,2,2,4,3,3,4
